ACCOUNT|PARENT|ACCOUNT TYPE|DATA STORAGE|VARIANCE REPORTING|ALIAS: DEFAULT
AC_1132290|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132290:::PREPAID UNIFORMS
AC_1132300|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132300:::PREPAID OTHER
AC_1132310|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132310:::RESTRICTED CASH - CURRENT
AC_1132200|AC_1132000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132200:::ST CAPITALIZED COMMISSIONS
AC_1133000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1133000:::PREPAID INCOME TAXES
AC_1133100|AC_1133000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1133100:::REFUNDS OUTSTANDING
AC_1133110|AC_1133000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1133110:::PPD STATE INCOME TAX
AC_1133120|AC_1133000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1133120:::PPD FED INCOME TAX
AC_1133130|AC_1133000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1133130:::REFUNDS RECEIVED
AC_1134000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1134000:::PREPAID MAINTENANCE
AC_1134100|AC_1134000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1134100:::PREPAID SOFTWARE LICENSE
AC_1135000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1135000:::TOT PREPAID PL/PD
AC_1135100|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135100:::PREPAID PL/PD
AC_1135110|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135110:::UMBRELLA LIABILITY
AC_1135120|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135120:::PREPAID PROPERTY INSURANCE
AC_1135130|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135130:::DIRECTORS/OFFICERS LIAB
AC_1135140|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135140:::FIDUCIARY LIABILITY
AC_1135150|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135150:::AUTO LIABILITY
AC_1135160|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135160:::AVIATION LIABILITY
AC_1135170|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135170:::GENERAL LIABILITY
AC_1135180|AC_1135000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1135180:::EMPLOYMENT PRACT
AC_1136000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1136000:::PREPAID SUPPLIES & EQUIP
AC_1132170|AC_1136000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1132170:::PREPAID SUPPLIES
AC_1137000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1137000:::PREPAID WORKERS COMP INS
AC_1137100|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137100:::INSURANCE PROGRAM BONDS
AC_1137110|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137110:::SELF INSURED STATE FEES
AC_1137120|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137120:::WORKERS COMP
AC_1137130|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137130:::RMIS FEES
AC_1137140|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137140:::CLAIM SERVICE FEES
AC_1137150|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137150:::ESIS-PREPAID LAR
AC_1137160|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137160:::ABLE PREMIUMS
AC_1137170|AC_1137000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1137170:::PREPAID CLAIM RECV
AC_1138000|AC_1130000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1138000:::PREPAID EXPENSES - SYSTEM
AC_1138100|AC_1138000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1138100:::PREPAID EXPENSE - SYSTEM GEN
AC_1140000|AC_1100000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1140000:::OTHER CURRENT ASSETS
AC_1141000|AC_1140000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1141000:::TOT CURRENT NOTES RECEIVABLE
AC_1141100|AC_1141000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1141100:::CURRENT NOTES RECEIVABLE
AC_1142000|AC_1140000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1142000:::INSURANCE RECOVERABLES ST - MAIN
AC_1142100|AC_1142000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1142100:::ABM CLAIMS GROSS-UP ST
AC_1144000|AC_1140000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1144000:::OTHER RECEIVABLES
AC_1144100|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144100:::OTHER RECEIVABLE
AC_1144110|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144110:::CYCLE TO WORK
AC_1144120|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144120:::MEDICAL STOP LOSS RECEIVABLE
AC_1144130|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144130:::MISC. A/R-AGS RELATED
AC_1144140|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144140:::INTEREST RECEIVABLE
AC_1144150|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144150:::OTHER REC-STOCK OPTION
AC_1144160|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144160:::CHROMERVR - RECEIVABLE FROM EMPLOYEE
AC_1144170|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144170:::REINSURANCE RECOVERABLE
AC_1144180|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144180:::ALLOWANCE-REINS
AC_1144190|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144190:::PREMIUM RECEIVABLE
AC_1144200|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144200:::INSURANCE LOSS REC FM IFM
AC_1144210|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144210:::ST CAPITALIZED COMMISSIONS
AC_1144220|AC_1144000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1144220:::H&W RECEIVABLE - BENEFITS
AC_1500000|AC_1000000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1500000:::NON CURRENT ASSETS
AC_1520000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1520000:::PROPERTY PLANT & EQUIP - NET
AC_1521000|AC_1520000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1521000:::PROPERTY PLANT AND EQUIP
AC_1521100|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521100:::LAND - ADDITIONS
AC_1521110|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521110:::LAND - DISPOSAL & OTHER
AC_1521120|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521120:::LAND IMPROVEMENT - ADDITIONS
AC_1521130|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521130:::LAND IMPROVEMENT - DISPOSAL & OTHER
AC_1521140|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521140:::LAND LEASEHOLD IMPROVEMENT - ADDITIONS
AC_1521150|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521150:::LAND LEASEHOLD IMPROVEMENT - DISPOSAL & OTHER
AC_1521160|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521160:::BUILDINGS - ADDITIONS
AC_1521170|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521170:::BUILDINGS - DISPOSAL & OTHER
AC_1521180|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521180:::BUILDING IMPROVE - ADDITIONS
AC_1521190|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521190:::BUILDING IMPROVE - DISPOSAL & OTHER
AC_1521200|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521200:::ROCKINGHAM LEASEHOLDS
AC_1521210|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521210:::ROCKINGHAM LEASEHOLDS - DISPOSAL & OTHER
AC_1521220|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521220:::BUILDING LEASEHO - ADDITIONS
AC_1521230|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521230:::BUILDING LEASEHO - DISPOSAL & OTHER
AC_1521240|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521240:::MACHINERY & EQUI - ADDITIONS
AC_1521250|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521250:::MACHINERY & EQUI - DISPOSAL & OTHER
AC_1521260|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521260:::CAP LEASE - M&E - ADDITIONS
AC_1521270|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521270:::CAP LEASE - M&E - DISPOSAL & OTHER
AC_1521280|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521280:::AUTOS & TRUCKS - ADDITIONS
AC_1521290|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521290:::AUTOS & TRUCKS - DISPOSAL & OTHER
AC_1521300|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521300:::OFFICE FURN & FI - ADDITIONS
AC_1521310|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521310:::OFFICE FURN & FI - DISPOSAL & OTHER
AC_1521320|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521320:::CAP LEASE - F&F - ADDITIONS
AC_1521330|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521330:::CAP LEASE - F&F - DISPOSAL & OTHER
AC_1521340|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521340:::COMPUTER EQUIP SOFTWARE - ADDITIONS
AC_1521350|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521350:::COMPUTER EQUIP SOFTWARE - DISPOSAL & OTHER
AC_1521360|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521360:::COMPUTER HARDWARE - ADDITIONS
AC_1521370|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521370:::COMPUTER HARDWARE - DISPOSAL & OTHER
AC_1521380|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521380:::FA CLEARING
AC_1521400|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521400:::SOFTWARE IN DEVELOPMENT
AC_1521410|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521410:::SOFTWARE IN DEVELOPMENT - DISPOSAL & OTHER
AC_1521420|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521420:::CAP LEASE-TRANSPORTATION EQ - ADDITIONS
AC_1521430|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521430:::CAP LEASE-TRANSPORTATION EQ - DISPOSAL & OTHER
AC_1521440|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521440:::COMPUTER SOFTWARE - ADDITIONS
AC_1521450|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521450:::COMPUTER SOFTWARE - DISPOSAL & OTHER
AC_1521460|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521460:::CAP LEASE-COMP EQ AND SW - ADDITIONS
AC_1521470|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521470:::CAP LEASE-COMP EQ AND SW - DISPOSAL & OTHER
AC_1521480|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521480:::CAPITAL IN PROGRESS CIP
AC_1521490|AC_1521000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1521490:::FA SALES PROCEEDS CLEARING
AC_1522000|AC_1520000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1522000:::ACCUMULATED DEPRECIATION
AC_1522100|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522100:::A/D LAND IMPROVE
AC_1522110|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522110:::A/D LAND LSEHOLD
AC_1522120|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522120:::A/D BUILDINGS
AC_1522130|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522130:::A/D BUILDING IMP
AC_1522140|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522140:::A/D ROCKINGHAM LEASEHOLDS
AC_1522150|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522150:::A/D BLDG LEASEHO
AC_1522160|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522160:::A/D MACHINERY &
AC_1522170|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522170:::A/D CAP LEASE-M&E
AC_1522180|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522180:::A/D AUTOS & TRUC
AC_1522190|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522190:::A/D OFFICE FURN
AC_1522200|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522200:::A/D CAP LEASE-F&F
AC_1522210|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522210:::A/D COMPUTER EQUIP SOFTWARE
AC_1522220|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522220:::A/D COMPUTER & R
AC_1522230|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522230:::A/D CAP LEASE-TRANSPORTATIONEQ
AC_1522240|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522240:::A/D COMPUTER SOFTWARE
AC_1522250|AC_1522000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1522250:::A/D CAP LEASE-COMP EQ AND SW
AC_1530000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1530000:::OTHER INTANGIBLES NET
AC_1531000|AC_1530000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1531000:::ACCUMULATED AMORTIZATION
AC_1531100|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531100:::AMORT CUST CONT -TRANSFER
AC_1531110|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531110:::ACCUM AMORT - CU
AC_1531120|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531120:::AMORT CUST CONT - AMORTIZATION
AC_1531130|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531130:::AMORT CUST CONT - DISP/IMPAIR
AC_1531140|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531140:::AMORT TR - AMORTIZATION
AC_1531150|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531150:::ACCUM AMORT - TR
AC_1531160|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531160:::AMORT OT-AMORTIZATION
AC_1531170|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531170:::AMORT OT-TRANSFER
AC_1531180|AC_1531000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1531180:::ACCUM AMORT - OT
AC_1532000|AC_1530000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1532000:::OTHER INTANGIBLE ASSETS
AC_1532100|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532100:::INTANGIBLES - CUST CONTRACTS, FRANCHISE
AC_1532110|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532110:::CUSTOMER CONT - ACQUISITION
AC_1532120|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532120:::CUSTOMER CONT -TRANSFERS
AC_1532130|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532130:::CUSTOMER CONT - DISP/IMPAIR
AC_1532140|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532140:::INTANGIBLES - TRADEMARK
AC_1532150|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532150:::INTANG-TRADEMARK-ACQUISTION
AC_1532160|AC_1532000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1532160:::OTHER (CONTR RIG
AC_1540000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1540000:::TOT GOODWILL
AC_1541000|AC_1540000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1541000:::GOODWILL
AC_1541100|AC_1541000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1541100:::INTANGIBLES
AC_1541110|AC_1541000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1541110:::INTANG PURCH AFT - ACQUISITION
AC_1541120|AC_1541000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1541120:::INTANG PURCH AFTER - OTHER
AC_1541130|AC_1541000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1541130:::INTANG PURCH AFT - DISP/IMPAIR
AC_1541140|AC_1541000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1541140:::CUSTOMER LIST
AC_1550000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1550000:::NONCURRENT DEF INC TAX
AC_1551000|AC_1550000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1551000:::NONCURENT DEF INC TAX - NET
AC_1551100|AC_1551000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1551100:::DEFRD INCOME TAX
AC_1560000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1560000:::TOT OTHER ASSETS
AC_1561000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1561000:::DEFERRED CHARGES & OTHER
AC_1561100|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561100:::DEPOSITS
AC_1561110|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561110:::ONE SOURCE PENSION
AC_1561120|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561120:::OTHER ASSETS
AC_1561130|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561130:::UTILITY DEPOSITS
AC_1561140|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561140:::FOS DEPOSITS
AC_1561150|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561150:::LT PREPAID ASSET
AC_1561160|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561160:::LT PREPAID SUBSC
AC_1561170|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561170:::LT PREPAID REVOL
AC_1561180|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561180:::FINANCING FEES TERM LOAN LT
AC_1561190|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561190:::FINANCING FEES NEW REVOLVER LT
AC_1561200|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561200:::CAP PLAN
AC_1561210|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561210:::DEF NY PREMIUM TAX
AC_1561220|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561220:::DEF SEC 206 ASSESSMENTS
AC_1561230|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561230:::ASSET IMPAIRMENT RESERVE
AC_1561240|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561240:::LT SETUP COST
AC_1561250|AC_1561000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1561250:::EQUIPMENT LEASE RECEIVABLE LT
AC_1562000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1562000:::INSURANCE DEPOSITS
AC_1562100|AC_1562000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1562100:::RESTRICTED CASH - AIG
AC_1562110|AC_1562000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1562110:::ESCROW - AIG
AC_1562120|AC_1562000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1562120:::AIR SERV DEPOSIT
AC_1562130|AC_1562000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1562130:::GCA TRAVELERS DEPOSIT
AC_1562900|AC_1562000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1562900:::INSURANCE ASSET - DORMANT
AC_1563000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1563000:::INTEREST RATE SWAP ASSET
AC_1563100|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563100:::INT RATE SWAP ASST - BTMU3
AC_1563110|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563110:::INT RATE SWAP ASST - MUFG
AC_1563120|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563120:::INT RATE SWAP ASST - CAPONE
AC_1563130|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563130:::INT RATE SWAP ASST - PNC
AC_1563140|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563140:::CAP ONE - 4676
AC_1563150|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563150:::CAP ONE - 5151
AC_1563160|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563160:::CITZ - 95220
AC_1563170|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563170:::CITZ - 95526
AC_1563180|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563180:::INT RATE SWAP
AC_1563190|AC_1563000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1563190:::INT RATE SWAP ASST - WF
AC_1564000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1564000:::LANDOWNER RECEIVABLE
AC_1564100|AC_1564000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1564100:::LONG-TERM LANDOWNER RECEIVABLE
AC_1565000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1565000:::LEASE DEPOSITS
AC_1565100|AC_1565000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1565100:::LEASE DEPOSIT
AC_1566000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1566000:::LIABILITY & WC DEPOSITS
AC_1566100|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566100:::CSL LOSS FUND DEPOSIT
AC_1566110|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566110:::ESIS TAKEOVER DEPOSITS
AC_1566120|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566120:::SEDGWICK W/C OS DEPOSITS
AC_1566130|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566130:::LK CAMBRIDGE TPA
AC_1566140|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566140:::PPD (AOS) ST PAU
AC_1566150|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566150:::SRS DEPOSITS
AC_1566160|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566160:::ESIS ARM DEPOSIT
AC_1566170|AC_1566000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1566170:::LT CAPITALIZED COMMISSIONS
AC_1567000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1567000:::LT PORTION OF NOTES REC
AC_1567100|AC_1567000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1567100:::LONG TERM NOTES
AC_1568000|AC_1560000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1568000:::TOT LT UNBILLED A/R
AC_1568100|AC_1568000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1568100:::ESPC LT RECEIVBLE-ROYBAL II
AC_1568110|AC_1568000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1568110:::LT UNBILLED A/R
AC_1569000|AC_1560000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1569000:::NONCUR INSURANCE RECOVERABLE - GCA
AC_1570000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1570000:::NONCUR INSURANCE RECOVERABLE - MAIN
AC_1571000|AC_1570000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1571000:::NONCUR INSURANCE RECOVERABLE
AC_1571100|AC_1571000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1571100:::LT BEGINNING BALANCE
AC_1571110|AC_1571000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1571110:::FMV ADJUSTMENTS
AC_1571120|AC_1571000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1571120:::LT CHG. TO GROSS UP
AC_1571130|AC_1571000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1571130:::LT RECLASS TO CURRENT
AC_1572000|AC_1570000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1572000:::PREPAID CLAIM RESERVES
AC_1572100|AC_1572000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1572100:::PREPAID CLAIM RE
AC_1580000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1580000:::ROU ASSETS
AC_1581000|AC_1580000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1581000:::ROU ASSET
AC_1581100|AC_1581000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1581100:::RIGHT OF USE ASSETS
AC_1510000|AC_1500000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1510000:::OTHER INVESTMENTS
AC_1513000|AC_1510000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1513000:::INVEST IN UNCON AFFILTS NET
AC_1153110|AC_1513000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1153110:::INV UNCONS AFFILIATES - INVESTMENT IN
AC_1513100|AC_1513000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1513100:::INV UNCONS AFFILIATES - EQUITY EARNINGS
AC_1513120|AC_1513000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1513120:::INV UNCONS AFFILIATES - DISTRIBUTION
AC_1514000|AC_1510000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1514000:::OTHER INVESTMNTS
AC_1514100|AC_1514000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1514100:::OTHER INVESTMENT
AC_1511000|AC_1510000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1511000:::INVEST IN AUCTN RATE SECURIT
AC_1511100|AC_1511000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1511100:::AUCTION RATE SECURITY
AC_1512000|AC_1510000|ASSET|DYNAMIC CALC|NON-EXPENSE|AC_1512000:::INVEST IN STOCK OF SUBS
AC_1512710|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512710:::INV IN 8 SOLUTIONS
AC_1512720|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512720:::INVESTMENT IN ABLE
AC_1512100|AC_1512000|ASSET|NEVER SHARE|NON-EXPENSE|AC_1512100:::INVEST IN STOCKS
